math . nan	NaN を算出する
import <A>	<A> モジュールをインポートする
copy . copy ( <A> )	<A> をコピーした結果
copy . deepcopy ( <A> )	<A> を深くコピーした結果
import <A>	<A> モジュールをインポートする
bisect . bisect_left ( <A> , <B> )	ソートされた順序を保ったまま <B> を <A> に挿入できる位置
bisect . bisect_right ( <A> , <B> )	ソートされた順序を保ったまま <B> を <A> に挿入できる最後の位置
bisect . insort_left ( <A> , <B> )	<B> を <A> にソート順で挿入する
bisect . insort_right ( <A> , <B> )	<B> を <A> にソート順で最後に挿入する
import <A>	<A> モジュールをインポートする
itertools . repeat ( <A> )	<A> の無限列
itertools . repeat ( <A> , <B> )	<A> の <B> 回続く列
itertools . count ( )	無限にカウントアップする整数列
itertools . count ( <A> )	<A> からカウントアップする無限の整数列
itertools . count ( <A> , <B> )	<A> から始まり <B> 間隔でカウントアップする無限の整数列
itertools . cycle ( <A> )	<A> を無限に繰り返した列
itertools . product ( <A> , <B> )	<A> と <B> の直積
itertools . permutations ( <A> )	<A> の順列
itertools . permutations ( <A> , <B> )	<A> のうち <B> 個までの順列
itertools . combinations ( <A> , <B> )	<A> のうち <B> 個までの組み合わせ
itertools . combinations_with_replacement ( <A> , <B> )	<A> のうち <B> 個までの重複組み合わせ
import <A>	<A> モジュールを用いる
collections . deque ( )	deque オブジェクトを作る
<A> = collections . deque ( )	deque オブジェクトを作成し、 <A> に代入する
<A> = collections . deque ( )	deque オブジェクトを作成した結果を <A> とする
collections . deque ( <A> )	<A> から deque オブジェクトを作成する
<A> = collections . deque ( <B> )	<B> から deque オブジェクトを作成して、 <A> に代入する
<A> = collections . deque ( <B> )	<B> から deque オブジェクトを作成した結果を <A> とする
maxlen = <A>	<A> を最大長として
<A> . appendleft ( <B> )	<A> の左側に <B> を追加する
<A> . appendleft ( <B> )	<A> の最初を <B> で拡張する
<A> . popleft ( )	<A> の先頭から取り除いた値
<A> . rotate ( )	<A> の要素を右にひとつローテート直す
<A> . rotate ( <B> )	<A> の要素を右に <B> つずつローテートする
collections . Counter ( <A> )	<A> の辞書カウンタ
<A> = collections . Counter ( <B> )	<B> の辞書カウンタを <A> とする
<A> . most_common ( )	<A> の出現回数順の列
<A> . most_common ( <B> )	<A> の上位 <B> 位までの出現回数順の列
import <A>	<A> モジュールをインポートする
os . sep	ファイルパスのセパレータ記号
os . getcwd	現在の作業ディレクトリ
os . system	コマンド
os . path . basename ( <A> )	パス文字列 <A> のファイル名
os . path . dirname ( <A> )	パス <A> のディレクトリ名
os . path . abspath ( <A> )	パス文字列 <A> の絶対ファイルパス
os . path . split ( <A> )	パス文字列 <A> のディレクトリ名とファイル名
os . path . join ( <A> , <B> , <C> )	<A> と <B> と <C> を連結したファイルパス
os . path . splitext ( <A> )	パス文字列 <A> のファイル名と拡張子
os . path . get_size ( <A> )	パス文字列 <A> のファイルの大きさ
import <A>	<A> モジュールをインポートする
sys . exit ( )	プログラムを終了する
import <A>	<A> モジュールをインポートする
datetime . datetime . now ( )	現在の日時
datetime . datetime ( <A> , <B> , <C> )	<A> 年 <B> 月 <C> 日の日時
datetime . datetime ( <A> , <B> , <C> , <D> , <E> )	<A> 年 <B> 月 <C> 日 <D> 時 <E> 分の日時
datetime . datetime ( <A> , <B> , <C> , <D> , <E> , <F> )	<A> 年 <B> 月 <C> 日 <D> 時 <E> 分 <F> 秒の日時
re . search ( <A> , <B> )	<B> において正規表現 <A> のパターンが最初にマッチする位置
re . match ( <A> , <B> )	<B> の先頭に正規表現 <A> のパターンをマッチさせた結果
re . fullmatch ( <A> , <B> )	<B> 全体において正規表現 <A> のパターンをマッチさせた結果
re . split ( <A> , <B> )	<B> を正規表現 <A> のパターンにマッチした箇所で分割した文字列リスト
re . sub ( <A> , <B> , <C> )	<C> 内の正規表現 <A> のパターンにマッチした箇所を <B> に置き換えた文字列
re . subn ( <A> , <B> , <C> )	<C> 内の正規表現 <A> のパターンにマッチした箇所を <B> に置き換えた文字列と置き換えた箇所の数
re . findall ( <A> , <B> )	<B> が正規表現 <A> のパターンにマッチした文字列のリスト
re . compile ( <A> )	<A> を正規表現にコンパイルした結果
